scian_codigo,scian_nivel,scian_titulo,serio_sector,serio_nombre,evidence_type,status,priority,mapping_type,source,justification,reviewed_by,review_date,notes,crosswalk_version,scian_version,serio_version,generated_at,generated_by
1142,RAMA,Caza y captura,114,"Pesca, caza y captura",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 114 ('Pesca, caza y captura'), asignado al sector SERIO 'Pesca, caza y captura'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 114 ('Pesca, caza y captura') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Pesca, caza y captura'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
1151,RAMA,Servicios relacionados con la agricultura,115,Servicios relacionados con las actividades agropecuarias y forestales,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 115 ('Servicios relacionados con las actividades agropecuarias y forestales'), asignado al sector SERIO 'Servicios relacionados con las actividades agropecuarias y forestales'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 115 ('Servicios relacionados con las actividades agropecuarias y forestales') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios relacionados con las actividades agropecuarias y forestales'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
1152,RAMA,Servicios relacionados con la cría y explotación de animales,115,Servicios relacionados con las actividades agropecuarias y forestales,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 115 ('Servicios relacionados con las actividades agropecuarias y forestales'), asignado al sector SERIO 'Servicios relacionados con las actividades agropecuarias y forestales'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 115 ('Servicios relacionados con las actividades agropecuarias y forestales') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios relacionados con las actividades agropecuarias y forestales'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
1153,RAMA,Servicios relacionados con el aprovechamiento forestal,115,Servicios relacionados con las actividades agropecuarias y forestales,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 115 ('Servicios relacionados con las actividades agropecuarias y forestales'), asignado al sector SERIO 'Servicios relacionados con las actividades agropecuarias y forestales'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 115 ('Servicios relacionados con las actividades agropecuarias y forestales') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios relacionados con las actividades agropecuarias y forestales'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2111,RAMA,Extracción de petróleo y gas,211,Extracción de petróleo y gas,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 211 ('Extracción de petróleo y gas'), asignado al sector SERIO 'Extracción de petróleo y gas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 211 ('Extracción de petróleo y gas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Extracción de petróleo y gas'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2121,RAMA,Minería de carbón mineral,212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 212 ('Minería de minerales metálicos y no metálicos, excepto petróleo y gas'), asignado al sector SERIO 'Minería de minerales metálicos y no metálicos, excepto petróleo y gas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 212 ('Minería de minerales metálicos y no metálicos, excepto petróleo y gas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Minería de minerales metálicos y no metálicos, excepto petróleo y gas'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2122,RAMA,Minería de minerales metálicos,212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 212 ('Minería de minerales metálicos y no metálicos, excepto petróleo y gas'), asignado al sector SERIO 'Minería de minerales metálicos y no metálicos, excepto petróleo y gas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 212 ('Minería de minerales metálicos y no metálicos, excepto petróleo y gas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Minería de minerales metálicos y no metálicos, excepto petróleo y gas'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2123,RAMA,Minería de minerales no metálicos,212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 212 ('Minería de minerales metálicos y no metálicos, excepto petróleo y gas'), asignado al sector SERIO 'Minería de minerales metálicos y no metálicos, excepto petróleo y gas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 212 ('Minería de minerales metálicos y no metálicos, excepto petróleo y gas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Minería de minerales metálicos y no metálicos, excepto petróleo y gas'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2131,RAMA,Servicios relacionados con la minería,213,Servicios relacionados con la minería,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 213 ('Servicios relacionados con la minería'), asignado al sector SERIO 'Servicios relacionados con la minería'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 213 ('Servicios relacionados con la minería') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios relacionados con la minería'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2211,RAMA,"Generación, transmisión, distribución y comercialización de energía eléctrica",221,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 221 ('Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final'), asignado al sector SERIO 'Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 221 ('Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2212,RAMA,Suministro de gas natural por ductos al consumidor final,221,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 221 ('Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final'), asignado al sector SERIO 'Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 221 ('Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2213,RAMA,"Captación, tratamiento y suministro de agua",221,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 221 ('Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final'), asignado al sector SERIO 'Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 221 ('Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2361,RAMA,Edificación residencial,236,Edificación,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 236 ('Edificación'), asignado al sector SERIO 'Edificación'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 236 ('Edificación') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Edificación'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2362,RAMA,Edificación no residencial,236,Edificación,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 236 ('Edificación'), asignado al sector SERIO 'Edificación'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 236 ('Edificación') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Edificación'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2371,RAMA,"Construcción de obras para el suministro de agua, petróleo, gas, energía eléctrica y telecomunicaciones",237,Construcción de obras de ingeniería civil,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 237 ('Construcción de obras de ingeniería civil'), asignado al sector SERIO 'Construcción de obras de ingeniería civil'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 237 ('Construcción de obras de ingeniería civil') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Construcción de obras de ingeniería civil'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2372,RAMA,División de terrenos y construcción de obras de urbanización,237,Construcción de obras de ingeniería civil,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 237 ('Construcción de obras de ingeniería civil'), asignado al sector SERIO 'Construcción de obras de ingeniería civil'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 237 ('Construcción de obras de ingeniería civil') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Construcción de obras de ingeniería civil'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
2373,RAMA,Construcción de vías de comunicación,237,Construcción de obras de ingeniería civil,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 237 ('Construcción de obras de ingeniería civil'), asignado al sector SERIO 'Construcción de obras de ingeniería civil'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 237 ('Construcción de obras de ingeniería civil') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Construcción de obras de ingeniería civil'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
