"nivel_scian","codigo_scian","descripcion_scian","sector_serio","confianza","requiere_revision","justificacion"
"rama","3132","Fabricación de telas","Fabricación de insumos textiles y acabado de textiles","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 313 ('Fabricación de insumos textiles y acabado de textiles'), asignado al sector SERIO 'Fabricación de insumos textiles y acabado de textiles'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 313 ('Fabricación de insumos textiles y acabado de textiles') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de insumos textiles y acabado de textiles'). No requiere inferencia económica adicional."
"rama","3133","Acabado de productos textiles y fabricación de telas recubiertas","Fabricación de insumos textiles y acabado de textiles","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 313 ('Fabricación de insumos textiles y acabado de textiles'), asignado al sector SERIO 'Fabricación de insumos textiles y acabado de textiles'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 313 ('Fabricación de insumos textiles y acabado de textiles') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de insumos textiles y acabado de textiles'). No requiere inferencia económica adicional."
"rama","3141","Confección de alfombras, blancos y similares","Fabricación de productos textiles, excepto prendas de vestir","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 314 ('Fabricación de productos textiles, excepto prendas de vestir'), asignado al sector SERIO 'Fabricación de productos textiles, excepto prendas de vestir'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 314 ('Fabricación de productos textiles, excepto prendas de vestir') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de productos textiles, excepto prendas de vestir'). No requiere inferencia económica adicional."
"rama","3149","Fabricación de otros productos textiles, excepto prendas de vestir","Fabricación de productos textiles, excepto prendas de vestir","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 314 ('Fabricación de productos textiles, excepto prendas de vestir'), asignado al sector SERIO 'Fabricación de productos textiles, excepto prendas de vestir'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 314 ('Fabricación de productos textiles, excepto prendas de vestir') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de productos textiles, excepto prendas de vestir'). No requiere inferencia económica adicional."
"rama","3151","Fabricación de prendas de vestir de tejido de punto","Fabricación de prendas de vestir","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 315 ('Fabricación de prendas de vestir'), asignado al sector SERIO 'Fabricación de prendas de vestir'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 315 ('Fabricación de prendas de vestir') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de prendas de vestir'). No requiere inferencia económica adicional."
"rama","3152","Confección de prendas de vestir","Fabricación de prendas de vestir","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 315 ('Fabricación de prendas de vestir'), asignado al sector SERIO 'Fabricación de prendas de vestir'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 315 ('Fabricación de prendas de vestir') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de prendas de vestir'). No requiere inferencia económica adicional."
"rama","3159","Confección de accesorios de vestir y otras prendas de vestir no clasificados en otra parte","Fabricación de prendas de vestir","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 315 ('Fabricación de prendas de vestir'), asignado al sector SERIO 'Fabricación de prendas de vestir'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 315 ('Fabricación de prendas de vestir') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de prendas de vestir'). No requiere inferencia económica adicional."
"rama","3161","Curtido y acabado de cuero y piel","Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 316 ('Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos'), asignado al sector SERIO 'Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 316 ('Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos'). No requiere inferencia económica adicional."
"rama","3162","Fabricación de calzado","Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 316 ('Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos'), asignado al sector SERIO 'Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 316 ('Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos'). No requiere inferencia económica adicional."
"rama","3169","Fabricación de otros productos de cuero, piel y materiales sucedáneos","Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 316 ('Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos'), asignado al sector SERIO 'Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 316 ('Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos'). No requiere inferencia económica adicional."
"rama","3211","Aserrado y conservación de la madera","Industria de la madera","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 321 ('Industria de la madera'), asignado al sector SERIO 'Industria de la madera'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 321 ('Industria de la madera') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industria de la madera'). No requiere inferencia económica adicional."
"rama","3212","Fabricación de laminados y aglutinados de madera","Industria de la madera","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 321 ('Industria de la madera'), asignado al sector SERIO 'Industria de la madera'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 321 ('Industria de la madera') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industria de la madera'). No requiere inferencia económica adicional."
"rama","3219","Fabricación de otros productos de madera","Industria de la madera","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 321 ('Industria de la madera'), asignado al sector SERIO 'Industria de la madera'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 321 ('Industria de la madera') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industria de la madera'). No requiere inferencia económica adicional."
"rama","3221","Fabricación de pulpa, papel y cartón","Industria del papel","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 322 ('Industria del papel'), asignado al sector SERIO 'Industria del papel'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 322 ('Industria del papel') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industria del papel'). No requiere inferencia económica adicional."
"rama","3222","Fabricación de productos de cartón y papel","Industria del papel","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 322 ('Industria del papel'), asignado al sector SERIO 'Industria del papel'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 322 ('Industria del papel') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industria del papel'). No requiere inferencia económica adicional."
"rama","3231","Impresión e industrias conexas","Impresión e industrias conexas","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 323 ('Impresión e industrias conexas'), asignado al sector SERIO 'Impresión e industrias conexas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 323 ('Impresión e industrias conexas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Impresión e industrias conexas'). No requiere inferencia económica adicional."
"rama","3241","Fabricación de productos derivados del petróleo y del carbón","Fabricación de productos derivados del petróleo y del carbón","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 324 ('Fabricación de productos derivados del petróleo y del carbón'), asignado al sector SERIO 'Fabricación de productos derivados del petróleo y del carbón'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 324 ('Fabricación de productos derivados del petróleo y del carbón') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de productos derivados del petróleo y del carbón'). No requiere inferencia económica adicional."
